11 14 15 16 21 31 45 46 47 48 64 65 90 91 92 93 94
1 2 3 4 20 21 22 39 47 49 54 55 57 59 67 77 87
9 14 19 24 29 39 41 44 47 51 54 57 61 64 67 74 84
0 5 9 10 15 19 20 25 35 37 47 57 67 77 91 92 93
0 1 2 3 4 31 32 33 34 37 47 50 57 60 84 85 86
23 24 25 26 27 42 43 44 46 56 59 69 79 82 83 84 89
3 13 23 36 41 46 51 56 61 68 71 78 91 92 93 94 95
1 11 21 24 31 34 36 44 46 51 54 56 59 61 64 69 71
15 16 17 31 34 41 44 51 54 61 64 74 86 87 91 92 93
4 5 6 31 32 33 34 35 55 56 57 74 75 76 77 95 96
12 13 14 15 17 18 31 32 33 36 46 56 74 75 76 77 78
2 3 4 5 6 47 53 57 63 65 67 75 77 81 82 83 85
15 17 25 27 30 32 35 40 42 50 52 60 62 64 65 66 70
1 4 11 14 18 21 24 28 31 34 38 44 63 73 76 83 86
10 11 12 13 14 16 26 36 46 49 59 63 65 73 75 83 85
3 13 20 23 30 37 39 47 49 57 59 61 67 69 71 79 81
3 4 5 18 28 32 34 38 42 44 48 52 54 62 72 85 86
5 15 31 34 41 44 51 54 61 74 75 76 77 78 80 81 82
15 25 35 41 45 51 61 64 66 67 71 74 81 84 86 87 88
1 11 13 21 23 31 33 43 45 46 47 53 70 71 72 84 85
10 11 12 30 39 40 45 49 50 55 59 60 73 74 75 76 77
22 23 24 25 26 50 60 63 64 65 70 92 93 95 96 97 98
3 13 16 17 18 40 41 42 43 58 68 78 91 92 93 94 95
2 3 4 23 33 43 46 47 48 53 60 61 63 75 76 77 78
12 13 14 32 33 34 36 46 50 51 52 53 54 56 66 73 74
20 21 22 23 24 38 46 48 52 53 54 56 58 93 94 95 96
0 1 4 14 17 24 27 29 34 37 39 44 49 71 72 73 74
4 5 6 7 8 33 34 35 47 52 57 62 65 72 75 82 85
28 38 48 60 61 62 63 64 69 76 79 86 89 91 92 93 94
8 18 28 41 42 43 44 45 47 48 61 62 63 64 76 77 78
3 4 20 30 33 34 35 36 37 40 62 63 64 65 84 85 86
2 3 4 5 6 24 25 26 51 52 53 54 77 78 96 97 98
9 19 24 25 26 29 39 52 53 73 74 75 76 77 94 95 96
2 3 4 5 35 36 42 52 54 55 56 62 72 75 76 77 82
21 22 25 26 27 28 53 54 55 56 57 71 72 73 90 91 92
4 14 24 26 34 36 40 44 50 57 60 67 69 77 79 87 89
15 16 19 21 29 31 33 34 35 39 41 49 80 81 82 83 84
12 13 14 15 32 33 34 35 36 40 50 59 60 69 79 92 93
10 11 12 32 34 35 36 37 38 42 52 55 56 57 62 78 88
2 12 22 30 32 40 50 60 65 66 67 69 70 72 73 79 89
5 6 7 28 38 40 41 42 43 44 46 48 56 58 66 72 82
2 3 4 5 6 10 20 29 30 39 43 49 53 59 83 84 85
22 25 26 27 28 32 42 45 46 47 59 69 92 93 94 95 96
2 3 4 7 17 33 34 35 38 48 58 68 71 72 73 74 75
7 8 21 23 24 25 31 41 48 58 68 71 72 73 74 75 78
7 17 20 21 22 41 51 54 55 56 61 71 74 75 76 77 78
1 2 3 22 23 24 25 52 53 54 55 56 72 73 85 86 87
20 22 23 24 30 38 40 42 48 50 52 54 55 58 62 72 82
5 15 25 35 40 50 60 63 64 70 80 82 83 84 96 97 98
0 1 2 3 16 26 29 36 39 44 49 54 64 67 74 77 84
1 11 19 21 29 33 34 35 39 49 62 63 64 65 66 82 83
15 25 38 40 44 45 46 48 50 58 60 70 80 94 95 96 97
2 12 15 19 22 25 29 35 40 50 60 62 63 64 65 70 80
12 13 14 28 35 38 43 45 48 53 55 58 63 68 73 86 87
14 15 16 17 20 29 30 36 39 46 49 56 59 69 82 83 84
10 15 16 17 18 20 23 30 33 43 53 63 66 76 80 81 86
13 14 15 16 20 30 40 42 44 45 46 47 48 52 62 77 78
16 18 22 24 26 28 32 34 38 40 42 44 50 54 60 70 80
4 5 6 10 11 23 33 35 36 37 38 43 53 63 86 87 88
24 25 26 27 28 48 55 58 65 68 70 71 72 73 75 96 97
0 1 2 3 35 36 37 70 71 72 74 75 91 92 93 94 95
0 1 2 5 8 15 18 25 41 51 55 56 57 58 61 71 81
4 12 14 18 22 24 28 32 38 48 78 88 91 92 93 94 95
11 13 14 15 16 17 21 31 46 48 51 56 58 61 66 71 76
7 9 12 17 19 22 27 29 39 42 43 44 45 49 91 92 93
5 6 7 21 31 33 35 41 43 45 51 55 61 65 90 91 92
18 28 32 38 42 48 50 52 60 62 68 70 72 76 78 86 88
12 13 14 15 16 33 43 47 53 57 61 71 81 84 85 86 87
1 11 13 14 15 16 21 43 47 48 53 63 73 83 95 96 97
4 5 6 22 27 32 37 42 45 52 55 62 65 75 80 81 82
0 1 2 7 17 24 27 34 37 47 53 63 73 83 85 86 87
11 12 13 14 35 36 37 53 54 55 56 57 78 80 81 82 88
7 8 10 20 30 33 34 35 36 52 53 54 55 56 73 74 75
5 6 7 8 20 30 33 34 35 40 63 64 83 84 85 86 87
0 1 2 8 18 28 30 31 32 33 34 38 61 62 63 94 95
17 25 27 33 35 37 43 45 47 53 63 67 73 77 87 91 92
14 15 16 17 18 35 36 37 38 50 56 60 66 70 76 83 84
27 32 37 42 47 52 57 62 67 69 79 82 83 84 96 97 98
3 4 20 21 22 44 45 46 47 71 72 73 74 75 94 95 96
0 2 10 12 15 19 20 25 29 30 35 39 45 51 52 53 55
15 16 17 18 32 33 34 47 48 72 73 74 94 95 96 97 98
0 1 2 43 44 45 46 59 69 72 73 74 75 76 93 94 95
1 4 5 11 21 24 25 26 27 28 41 42 43 44 74 75 76
3 4 5 17 24 27 30 34 37 40 44 47 50 54 57 73 74
1 2 3 4 5 19 29 33 34 35 39 49 50 60 66 67 68
18 20 21 22 28 38 48 53 58 61 63 71 73 78 81 83 88
11 21 24 29 31 34 39 41 44 49 59 62 63 69 86 87 88
12 13 14 27 30 31 32 33 34 37 47 52 53 71 72 73 74
16 26 33 36 39 43 46 49 53 56 59 63 76 77 94 95 96
11 12 13 14 15 34 44 51 54 57 58 61 71 81 85 86 87
23 24 25 26 27 49 50 55 59 60 65 69 70 75 85 91 92
3 13 23 25 31 33 35 41 43 45 47 48 51 55 92 93 94
20 24 26 27 28 30 34 40 44 54 57 58 93 94 95 96 97
2 12 15 16 17 18 22 38 46 48 50 51 52 56 66 76 86
1 2 34 35 36 37 38 56 60 66 70 76 80 92 93 94 95
0 10 17 27 37 40 41 42 43 47 57 61 65 71 75 81 85
12 22 26 32 34 36 44 46 56 71 72 73 74 75 90 91 92
4 14 20 30 32 33 34 40 49 50 59 62 63 64 65 66 69
14 16 17 24 29 34 39 41 49 51 59 61 74 75 76 77 78
1 2 3 4 5 23 33 43 47 53 57 67 69 79 95 96 97
8 12 18 22 28 30 32 36 38 40 46 48 50 52 53 56 66
11 12 13 14 26 27 28 30 40 50 53 60 63 70 73 87 88
6 8 10 16 18 20 28 30 33 34 35 36 40 50 85 86 87
12 14 20 22 24 30 32 34 37 44 47 50 51 52 57 67 77
11 12 13 14 28 35 38 40 42 45 48 50 52 55 58 62 68
1 2 3 4 6 7 8 33 34 35 36 37 40 41 53 54 55
7 15 17 25 27 37 49 53 59 61 63 69 71 73 79 81 89
3 11 13 21 31 39 41 45 49 51 53 55 59 63 65 73 83
11 12 13 14 43 44 45 46 47 50 51 65 68 75 78 85 88
2 12 14 17 20 22 24 27 30 32 37 40 63 64 65 66 67
0 1 4 14 24 39 41 49 51 59 61 64 69 71 74 81 84
1 4 5 11 21 31 41 43 46 47 48 53 63 65 66 67 73
6 10 11 12 13 14 16 26 33 34 36 62 72 76 77 78 82
1 2 3 23 24 25 26 27 48 51 52 58 68 78 92 93 94
4 5 6 7 8 21 31 35 41 45 55 79 81 82 83 84 89
9 12 19 20 22 29 30 32 39 40 42 52 71 72 73 85 86
2 3 4 8 18 28 31 32 33 34 35 38 52 62 72 90 91
2 3 22 23 24 25 38 48 58 70 71 72 74 75 76 77 78
6 13 16 23 26 33 39 46 47 49 59 69 71 72 73 74 75
9 13 19 23 29 33 40 41 43 58 68 70 71 72 73 74 78
20 21 22 23 41 51 54 55 56 57 58 72 73 74 94 95 96
20 22 30 32 40 42 45 52 55 62 65 79 89 94 95 96 97
5 10 11 12 15 25 35 39 49 63 64 65 66 67 92 93 94
4 5 6 21 22 23 40 50 60 70 72 73 74 75 76 95 96
1 5 6 7 11 24 34 41 44 51 54 61 64 85 86 87 88
24 26 27 28 30 34 40 44 50 54 56 57 60 64 91 92 93
14 15 16 32 33 34 35 71 72 73 77 87 91 92 93 94 95
5 6 7 13 23 35 36 37 38 53 54 55 94 95 96 97 98
1 2 4 5 6 7 8 26 27 28 44 54 64 82 83 84 85
1 9 11 19 23 24 25 26 27 29 41 42 43 44 68 78 88
10 11 12 25 26 27 28 60 61 62 63 64 66 67 84 85 86
16 17 18 20 30 32 33 34 35 36 40 55 56 57 58 72 73
15 20 21 22 23 25 27 35 37 45 47 51 52 55 91 92 93
33 34 35 36 37 39 49 51 55 56 57 61 71 81 95 96 97
10 20 24 30 34 46 49 51 52 53 54 56 59 66 69 76 86
2 12 22 27 37 40 45 47 50 55 57 65 67 81 82 83 84
0 1 2 17 19 27 29 31 37 39 41 47 51 57 61 77 78
19 29 39 42 43 44 49 57 59 67 71 72 73 74 77 95 96
4 5 6 7 31 32 33 34 35 54 64 74 79 89 91 92 93
2 12 16 17 18 20 22 30 32 40 42 50 55 56 96 97 98
0 1 31 32 33 56 57 58 74 75 76 77 78 90 91 92 93
10 11 12 19 29 35 45 55 65 71 72 73 75 95 96 97 98
14 17 18 24 34 39 42 44 49 52 54 59 62 69 74 75 76
11 12 13 26 31 33 36 41 43 46 51 53 56 63 73 80 81
3 4 5 6 33 43 46 47 53 60 63 70 73 80 94 95 96
5 15 34 35 36 37 42 50 52 60 62 67 70 72 77 82 87
2 3 4 23 24 25 26 42 43 62 63 64 65 66 95 96 97
31 38 41 44 48 51 54 61 64 66 67 68 71 74 86 87 88
0 1 2 3 15 16 17 21 31 41 51 55 56 57 61 74 75
16 17 18 30 31 32 46 56 60 61 62 63 90 91 92 93 94
1 2 3 25 35 41 45 51 55 57 61 65 67 71 91 92 93
3 4 5 6 25 30 35 40 43 45 50 53 60 63 70 86 87
13 14 15 16 18 28 30 31 38 55 56 57 91 92 93 94 95
14 15 20 30 40 42 44 50 52 54 60 62 64 68 74 78 88
14 15 16 19 20 21 29 39 49 53 54 55 56 57 80 81 82
13 14 15 19 29 39 46 50 51 52 53 56 66 72 73 76 86
0 1 2 22 23 24 25 37 47 57 61 62 63 67 77 84 85
1 2 3 26 32 33 34 36 51 61 64 65 66 67 68 71 81
4 5 24 25 26 27 28 31 41 48 51 58 68 85 86 87 88
3 4 5 6 26 29 36 39 40 41 42 46 49 56 66 68 78
5 15 25 27 35 37 47 57 61 62 63 67 92 93 96 97 98
26 27 28 32 34 42 44 52 62 76 77 78 93 94 95 96 97
2 3 4 24 25 26 27 28 30 40 50 56 66 73 74 76 86
1 2 3 4 24 25 26 30 40 42 48 50 52 58 62 72 82
5 10 11 15 25 40 41 42 45 46 47 48 93 94 95 96 97
12 13 14 15 16 32 33 34 48 51 52 53 58 68 72 78 82
3 4 5 19 20 29 30 39 40 50 55 60 63 65 73 75 85
5 6 13 23 33 37 43 47 53 57 67 72 73 74 90 91 92
19 22 23 24 25 26 29 39 53 63 65 66 67 73 83 87 88
4 5 6 7 22 32 42 49 52 56 59 62 66 69 86 87 88
1 11 16 17 18 21 33 34 35 36 37 56 66 82 83 84 85
11 21 23 33 43 53 55 56 57 60 70 80 83 84 85 86 87
21 22 34 35 36 37 38 52 53 54 55 58 68 78 93 94 95
18 22 24 25 26 28 30 32 38 40 42 48 50 60 70 75 85
4 5 6 22 23 24 25 26 29 39 42 52 62 95 96 97 98
14 15 16 17 18 20 30 42 50 52 60 62 70 72 84 85 86
0 1 2 42 43 58 68 70 71 72 73 74 78 92 93 94 95
30 31 32 33 35 36 48 52 53 54 58 68 81 82 83 84 85
0 1 5 6 7 32 33 34 40 50 60 63 64 65 66 67 70
2 3 4 5 6 20 22 30 32 40 42 52 69 79 84 85 86
7 8 22 23 24 30 40 42 44 45 46 47 50 52 62 72 82
10 11 12 28 34 38 44 48 54 60 64 70 83 84 85 86 87
17 18 24 34 36 40 44 46 50 54 56 60 64 82 83 84 85
5 15 32 36 42 46 52 56 62 68 72 78 88 90 91 92 93
17 18 32 33 34 35 51 52 53 54 55 58 68 78 84 85 86
11 12 14 15 16 17 18 30 31 32 33 61 63 71 73 81 83
9 11 12 13 14 19 29 42 52 54 55 56 57 58 62 75 76
1 3 11 13 21 23 31 33 43 50 60 86 87 88 90 91 92
15 16 17 49 51 53 54 55 56 57 59 61 71 81 95 96 97
13 14 15 28 34 38 42 44 46 52 54 56 62 66 72 76 86
25 26 27 31 33 41 43 45 51 53 55 61 63 65 71 94 95
1 11 16 18 21 26 28 31 36 38 46 56 61 62 63 83 84
1 2 3 17 19 21 22 23 24 27 29 39 43 44 45 49 59
12 22 32 35 36 37 40 42 50 52 60 70 76 77 94 95 96
19 21 22 23 24 25 29 39 46 47 49 60 70 80 82 83 84
3 4 5 6 8 10 18 20 28 30 38 48 55 65 68 78 88
0 1 2 3 4 24 25 28 38 41 42 43 44 48 56 66 76
1 11 21 31 41 54 59 60 61 62 64 69 74 76 79 84 86
15 25 30 35 40 45 48 50 55 58 68 73 74 75 76 91 92
2 12 15 17 19 22 25 27 29 32 35 39 47 57 67 77 87
26 27 32 34 42 44 47 52 54 57 62 67 72 77 93 94 95
20 21 22 23 26 27 28 40 41 54 55 56 57 58 60 70 80
4 5 6 20 21 22 23 24 37 42 43 44 45 47 70 71 72
0 1 19 23 29 33 37 39 43 47 53 57 67 77 96 97 98
8 18 25 28 30 31 32 35 45 55 65 67 68 82 83 84 85
3 4 5 17 18 31 32 33 34 35 56 61 66 71 76 81 86
2 4 12 14 22 24 34 40 41 42 44 47 57 67 77 81 82
1 2 3 4 5 18 28 38 40 48 50 60 73 83 85 86 87
20 21 24 25 26 27 59 67 69 77 79 87 90 91 92 93 94
13 23 26 27 28 33 50 51 52 53 54 91 92 93 94 96 97
8 12 14 15 16 18 22 32 34 42 44 54 64 74 76 77 78
5 6 7 12 22 24 32 34 36 42 46 56 66 76 93 94 95
11 21 25 26 27 29 31 39 41 56 66 76 90 91 92 93 94
2 3 4 23 30 33 36 40 43 46 53 56 58 63 66 68 78
16 17 18 33 43 47 49 53 57 59 67 69 73 74 77 79 87
1 11 15 21 25 31 66 67 68 71 72 73 92 93 94 95 96
11 12 13 14 15 17 18 40 50 55 60 65 67 70 75 77 87
16 23 24 26 36 42 43 44 46 60 61 62 63 64 66 76 86
12 14 22 24 26 32 34 36 42 44 46 54 82 83 95 96 97
10 20 23 24 25 26 27 42 43 44 45 62 63 64 85 86 87
2 3 4 5 6 8 18 28 30 31 32 52 53 54 55 87 88
4 14 31 34 35 36 37 38 41 51 54 55 56 61 76 77 78
11 12 13 16 26 36 42 43 44 46 74 75 76 77 78 95 96
1 2 3 4 5 43 53 55 63 65 69 70 73 75 79 80 89
26 30 36 38 40 46 48 50 52 53 56 58 66 90 91 92 93
10 11 12 13 14 26 27 44 54 64 74 76 77 78 80 81 82
0 1 2 3 19 25 29 30 35 40 45 50 55 65 82 83 84
0 1 2 32 38 42 48 52 58 64 68 74 90 91 92 93 94
0 10 15 16 17 18 37 47 53 54 55 57 67 77 90 91 92
13 23 40 42 45 50 52 55 60 62 65 70 91 92 93 94 95
27 29 30 31 32 33 35 37 39 45 49 55 61 62 63 65 75
1 2 3 26 34 36 44 46 49 54 56 59 64 69 74 77 87
2 4 5 6 12 22 24 25 26 27 28 32 59 69 93 94 95
20 23 30 33 35 38 40 45 48 55 58 65 68 71 72 73 78
4 14 19 24 29 30 31 39 43 44 45 46 91 92 93 94 95
9 13 14 15 19 29 39 40 41 42 43 44 57 58 91 92 93
19 23 24 25 26 29 39 52 53 54 55 56 71 72 94 95 96
6 16 19 29 37 39 40 47 50 57 60 67 77 82 83 84 85
1 2 3 24 25 26 27 52 53 54 55 56 70 71 90 91 92
4 5 6 7 9 11 19 21 29 31 34 41 44 51 63 64 65
12 13 14 15 33 43 47 48 51 53 61 63 71 73 91 92 93
3 5 13 15 23 25 31 41 51 61 71 75 85 90 91 92 93
15 25 31 32 33 35 45 55 69 79 80 81 84 85 86 87 89
1 11 16 17 18 21 31 39 49 50 56 57 59 60 69 70 79
0 10 12 13 14 20 41 44 45 46 47 48 51 61 71 90 91
9 19 29 33 39 43 53 56 57 58 60 61 63 73 75 76 77
9 10 11 12 13 19 30 33 34 35 36 37 40 50 63 73 83
13 14 30 34 35 36 37 38 40 50 52 62 64 72 74 82 84
9 19 29 30 31 32 33 34 36 37 54 55 56 72 73 74 75
10 20 24 25 26 27 30 40 50 56 58 66 68 71 72 76 78
13 17 23 27 30 33 37 40 43 50 53 72 73 74 75 92 93
19 22 23 24 25 26 29 39 49 62 63 64 82 83 84 86 87
1 4 5 6 11 21 27 31 37 41 47 54 55 93 94 95 96
0 2 3 4 10 19 20 25 29 30 35 45 50 51 52 55 65
6 16 26 36 38 40 41 42 43 44 48 58 60 70 85 86 87
13 14 39 42 43 44 45 46 49 50 59 60 70 80 86 87 88
31 32 33 34 37 47 59 60 61 62 63 64 67 69 77 79 87
2 12 17 22 27 37 40 41 42 43 44 47 62 63 64 94 95
5 6 7 12 22 32 37 39 44 47 49 54 59 64 69 74 84
18 24 25 26 28 31 41 46 47 48 51 61 64 65 66 67 71
2 3 15 19 25 29 35 37 39 45 47 55 57 90 91 92 93
9 13 17 19 23 27 29 30 33 39 40 49 50 60 76 77 78
13 14 15 16 41 44 45 46 47 48 51 61 63 73 83 85 86
0 1 2 4 14 24 37 47 52 57 62 67 72 74 77 82 84
3 4 5 11 21 31 38 41 48 54 58 60 61 64 68 74 78
14 16 17 18 21 24 31 34 41 44 64 65 66 67 68 94 95
5 9 15 17 19 25 27 31 32 33 37 47 50 51 52 53 54
0 10 20 27 28 43 45 47 53 55 57 63 65 67 73 77 83
0 9 10 13 14 19 20 29 33 43 53 57 63 67 73 77 87
1 2 3 5 6 9 19 29 31 32 33 34 35 39 70 71 72
0 2 4 7 10 12 14 17 20 24 27 34 37 47 61 71 81
4 14 24 34 40 44 50 57 60 67 77 79 80 81 82 83 89
0 1 2 3 23 24 25 38 48 58 68 78 85 86 91 92 93
1 2 3 18 25 28 35 38 45 55 62 63 65 90 91 92 93
9 13 14 15 16 17 19 52 53 54 56 57 58 82 83 84 85
6 7 8 22 23 24 25 43 50 53 60 63 70 73 83 86 87
3 6 7 8 13 23 27 31 33 37 41 47 57 65 67 75 85
1 2 3 33 36 43 46 53 56 63 66 76 78 88 92 93 94
4 14 19 24 27 29 37 39 47 49 50 51 52 53 55 59 65
5 7 12 15 17 22 25 27 32 35 37 45 70 71 72 75 76
4 14 24 30 31 34 44 63 64 65 66 69 79 89 93 94 95
9 19 22 23 24 25 29 60 61 62 80 81 84 85 86 87 88
10 13 14 15 16 17 20 30 40 44 45 46 76 77 78 95 96
13 23 33 39 43 49 59 69 70 71 72 76 77 79 90 91 92
11 13 21 23 33 40 43 47 50 53 57 60 67 77 90 91 92
9 19 24 25 26 29 55 56 57 58 70 80 82 83 84 85 86
6 7 9 19 29 39 45 55 65 69 75 79 81 82 83 85 89
7 11 17 21 27 31 57 60 61 62 63 64 67 69 77 79 87
15 16 17 21 22 42 43 44 45 46 65 66 67 91 92 93 94
5 6 7 8 25 35 39 45 49 61 62 63 64 65 90 91 92
6 16 23 26 33 41 43 51 53 58 61 63 66 68 76 78 88
2 3 4 20 21 22 23 24 29 39 49 59 63 73 83 85 86
2 3 4 42 52 55 56 62 72 75 76 77 78 82 96 97 98
5 6 7 21 25 31 35 37 41 45 47 55 57 67 77 91 92
27 37 47 57 59 61 62 63 65 67 69 75 79 90 91 92 93
0 1 2 9 19 23 29 33 43 50 51 53 63 75 76 77 78
7 13 17 23 27 29 33 37 39 41 43 47 49 51 85 86 87
20 21 22 23 24 26 36 50 55 56 57 60 70 80 94 95 96
1 2 3 5 6 30 31 32 33 34 38 48 58 71 72 73 74
3 4 24 32 34 38 42 44 48 52 58 62 72 84 85 86 87
2 6 7 12 14 19 22 24 29 32 34 39 42 49 62 72 82
2 3 4 5 6 19 21 22 23 29 42 43 44 45 61 62 63
6 16 26 31 36 41 46 51 64 65 66 67 72 82 95 96 97
5 15 34 35 36 37 38 60 61 62 63 80 81 82 94 95 96
12 14 15 16 17 18 22 32 42 49 54 55 56 59 69 75 85
16 17 18 20 21 22 23 24 37 47 51 52 57 65 67 75 85
27 37 39 47 49 59 61 63 64 65 66 69 71 79 91 92 93
14 24 30 32 34 40 42 44 50 52 54 60 73 74 95 96 97
26 36 39 40 42 43 44 46 49 50 56 60 66 70 95 96 97
3 4 5 7 17 33 43 53 61 63 71 73 81 95 96 97 98
0 1 2 3 7 17 27 34 44 47 50 51 54 57 64 67 74
22 23 24 25 47 55 57 60 63 65 67 70 73 75 77 83 87
12 13 14 15 16 34 35 36 51 53 61 63 71 73 77 83 87
0 10 20 26 30 34 36 38 40 44 48 54 58 83 84 85 86
12 13 14 26 36 46 48 56 58 80 81 82 83 84 86 87 88
14 15 16 17 20 21 22 53 54 55 90 91 94 95 96 97 98
1 2 3 4 9 19 24 29 34 39 44 49 52 62 91 92 93
4 5 6 7 28 33 35 38 43 45 48 53 94 95 96 97 98
8 10 11 18 28 38 40 42 43 44 50 60 66 70 76 80 86
3 13 21 23 31 33 50 51 52 53 54 90 91 92 94 95 96
0 1 2 3 4 18 28 38 40 45 50 55 60 65 75 79 89
6 16 26 31 32 33 34 36 46 61 66 71 76 81 86 93 94
1 2 3 4 5 30 31 32 37 47 57 60 61 85 86 87 88
14 15 16 34 35 36 51 53 54 55 56 57 61 90 91 92 93
22 23 24 25 26 41 43 44 45 46 51 64 65 66 69 79 89
3 13 18 23 28 38 41 42 43 44 48 58 61 62 63 81 82
9 12 19 22 29 32 39 61 71 74 75 76 94 95 96 97 98
13 14 15 16 17 20 29 30 39 40 49 50 63 68 73 78 83
0 5 6 7 8 10 20 38 48 63 64 65 81 82 83 84 85
0 1 2 19 29 31 32 33 34 35 37 47 57 64 67 74 84
2 3 4 5 28 38 48 54 55 56 58 68 71 72 85 86 87
1 11 18 21 28 38 48 58 63 64 65 66 91 92 93 95 96
1 11 21 23 24 25 26 54 55 70 71 72 92 93 94 95 96
0 10 12 13 14 15 17 20 27 37 61 62 63 64 65 77 78
15 21 23 25 31 33 35 41 43 45 53 60 63 65 70 75 85
13 23 30 33 40 43 47 49 50 53 57 59 69 91 92 93 94
1 2 21 22 23 24 46 47 48 65 66 67 81 82 83 84 85
12 13 14 35 36 37 42 52 55 57 58 62 65 72 75 82 85
11 12 13 15 25 35 42 45 52 57 62 67 72 77 79 82 89
1 2 3 5 6 7 8 34 35 36 41 42 61 62 63 64 65
5 15 25 37 39 47 49 50 51 52 53 54 57 67 94 95 96
12 13 14 16 26 29 36 39 42 49 52 59 62 72 77 78 82
15 16 17 23 33 36 43 46 53 56 59 63 66 69 79 90 91
0 1 2 17 27 29 31 32 33 34 35 37 39 47 49 61 62
7 17 21 22 23 51 52 53 54 75 76 77 93 94 95 96 97
1 2 3 4 35 37 45 47 55 57 59 69 73 74 75 76 77
19 26 29 30 36 40 46 50 56 66 70 71 72 73 86 87 88
16 18 24 26 28 31 32 34 36 38 44 48 54 64 84 85 86
2 3 4 21 31 41 43 44 51 56 57 58 73 74 75 76 77
